,permco,permno1,permno2,permno3,fyear,Target_CUSIP,Target_Name,Acquiror_Name,Status,Acquiror_Primary_Ticker_Symbol,Target_Primary_Ticker_Symbol,Acquiror_Ticker_Symbol,Target_Ticker_Symbol,Acquiror__CUSIP,sdc_Deal_Number,year_acq_ann,month_acq_ann,yearmonth_acq_ann,yearmonth_acq_ann_complete,acq_complete,year_acq_ann_complete,month_acq_ann_complete,price_per_share,Target_Share_Price_4_Weeks_Prior,Target_Share_Price_1_Week_Prior,Target_Share_Price_1_Day_Prior,percentage_Shares_acq,perc_owned_after_transaction,percentage_shares_sought,Date_Announced,Date_Effective,Date_Withdrawn,const,creturn,param1,tvalue1,tvalue2
18,2012,40097,,,1972,39787M,Grey Global Group Inc,WPP Group PLC,Completed,WPPGY,GREY,WPPGY,GREY,929309,1589099020,2004,9,24057,24057,1,2004,9,1005.0,785.25,915.0,881.0,100.0,100.0,100.0,9/13/2004,3/7/2005,,1.0072245462763472e-05,0.04478705730112927,0.13861138323661198,0.01967620519788234,3.7236513090046004
19,2113,41420,41428.0,,1972,422660,Hechinger Co,Leonard Green & Partners LP,Completed,,HECHB,,HECHB,52654M,670815020,1997,6,23970,23970,1,1997,6,3.0,3.188,3.25,3.5,100.0,100.0,100.0,6/17/1997,9/25/1997,,0.0011240318607182581,0.10675850387661653,0.012478550980858465,2.204766716033705,1.0160519313487568
20,2196,59301,,,1972,410550,Hannaford Bros Co,Food Lion Inc,Completed,FDLN,HRD,FDLN,HRD,344775,915899020,1999,8,23996,23996,1,1999,8,79.0,56.063,56.25,63.688,100.0,100.0,100.0,8/18/1999,7/31/2000,,0.00116209161989122,0.18659848510527932,0.0766707757755001,1.5423582620441962,1.657035369258555
21,2348,45103,75493.0,,1973,459373,International Dairy Queen Inc,Berkshire Hathaway Inc,Completed,BRKA,INDQA,BRKA,INDQA,084670,704384020,1997,10,23974,23974,1,1997,10,27.0,24.688000000000002,24.75,24.125,100.0,100.0,100.0,10/21/1997,1/7/1998,,0.001289920420761149,0.07839936636128016,0.047761097765429236,2.211479777322768,1.366131429436053
22,2383,43327,,,1981,033490,Andataco Inc,nStor Technologies Inc,Completed,NSO,ANDA,NSO,ANDA,67018N,857708020,1999,3,23991,23991,1,1999,3,,0.7190000000000001,0.625,0.563,75.0,75.0,75.0,3/3/1999,6/9/1999,,,,,,
23,2397,43407,,,1981,450135,ISC Systems Corp,Ing C Olivetti & Co SpA,Completed,OLIV,ISCS,OLIV,ISCS,681062,122034020,1988,12,23868,23868,1,1988,12,12.25,6.25,6.75,7.375,100.0,100.0,100.0,12/22/1988,5/5/1989,,0.0002278910481347108,0.25279298020158997,0.06106633938564501,0.42132037515180754,2.735101085178695
24,2466,46739,46747.0,,1979,480206,Jones Intercable Inc,Comcast Corp,Completed,CMCSK,JOIN,CMCSK,JOIN,200300,911935020,1999,8,23996,23996,1,1999,8,71.4,50.875,43.75,44.625,61.73,100.0,61.7,8/9/1999,3/2/2000,,0.001115466728145408,0.05957624136290342,0.16891072359795617,1.492901840189407,5.623841543229431
25,2559,47969,,,1973,498782,Knape & Vogt Manufacturing Co,Wind Point Partners,Completed,,KNAP,,KNAP,97315T,1734933020,2006,2,24074,24074,1,2006,2,19.0,14.1,16.0,16.07,100.0,100.0,100.0,2/10/2006,7/28/2006,,0.0005674002625896711,0.14782830157198878,-0.013229805254230762,1.2029619369059288,-0.6361035591604142
26,2566,61137,,,1973,499158,Knogo Corp,Sensormatic Electronics Corp,Completed,SRM,KNO,SRM,KNO,817265,422163020,1994,7,23935,23935,1,1994,7,17.64,14.0,16.5,15.875,100.0,100.0,100.0,7/27/1994,1/4/1995,,-0.0002533244694826257,0.0013125222572108464,0.03352890560487207,-0.6451575383960055,2.417090213539831
27,2723,49729,,,1972,016090,Aliant Communications Inc,Alltel Corp,Completed,AT,ALNT,AT~ALTEO,ALNT,020039,823762020,1998,12,23988,23988,1,1998,12,39.13,30.0,31.0,30.87,100.0,100.0,100.0,12/18/1998,7/2/1999,,0.00015565519747283652,0.18320674177529295,0.18193050821496487,0.18886119183097336,6.592390672579936
28,2732,50287,,,1982,550553,Luther Medical Products Inc,Becton Dickinson & Co,Completed,BDX,LUTH,BDX,LUTH,075887,802330020,1998,10,23986,23986,1,1998,10,4.7,2.0,2.313,2.875,100.0,100.0,100.0,10/14/1998,1/26/1999,,0.0002818368361183951,0.5189598774078814,0.002265027727462465,0.33570521195545766,0.2150451335815868
29,2777,51693,76670.0,,1972,571783,Marsh Supermarkets Inc,Sun Capital Partners Inc,Completed,,MARSA,,MARSA~MARSG~MARSB,86665A,1757344020,2006,4,24076,24076,1,2006,4,11.13,8.0,8.06,10.2,100.0,100.0,100.0,4/20/2006,9/27/2006,,0.0005336061171657047,0.1366276893426093,0.005909671530333288,1.2289857864018903,0.4196335273563872
30,2896,52581,,,1981,584907,Medical Graphics Corp,Angeion Corp,Completed,ANGN,MGCC,ANGN,MGCC,03462H,925898020,1999,9,23997,23997,1,1999,9,2.15,1.6880000000000002,1.4380000000000002,1.5630000000000002,100.0,100.0,100.0,9/23/1999,12/21/1999,,0.000916639879738156,0.37020496903414357,-0.008602981057393082,1.164188757585785,-1.3704272906761406
31,2959,12058,,,1982,62545K,Multimedia Broadcasting Co,Multimedia Broadcasting Co,Completed,MMEDC,MMEDC,MMEDC,MMEDC,62545K,165775020,1985,5,23825,23825,1,1985,5,54.0,0.0,0.0,0.0,100.0,100.0,100.0,5/2/1985,9/26/1985,,0.000633198937750474,-0.00896879117083977,0.1307949924444622,1.3836911358602495,4.505362006934623
32,2991,54827,76234.0,,1973,608554,Molex Inc,Koch Industries Inc,Completed,,MOLX,,MOLX~MOLX.A~MOLA,49989T,2564516020,2013,9,24165,24165,1,2013,9,38.5,30.72,29.02,29.34,100.0,100.0,100.0,9/9/2013,12/9/2013,,0.00037204197602231466,0.15441493521378946,0.4493192653586193,1.0570634384517825,15.846704418313315
33,3161,56363,,,1972,639480,NDCHealth Corp,Investor Group,Completed,,NDC,,NDC,46145M,1654414020,2005,8,24068,24068,1,2005,8,19.5,15.35,15.3,15.04,100.0,100.0,100.0,8/29/2005,1/6/2006,,0.000492388573430106,0.02144278291668952,0.1412494307602346,1.2538205445380401,7.576170310404691
34,3355,58077,,,1973,004308,Acceptance Insurance Cos Inc,Reservoir Capital Group LLC,Completed,,AICIQ,,AICIQ,76105X,923765020,1999,9,23997,23997,1,1999,9,7.0,0.0,0.0,0.0,52.4,52.4,52.4,9/27/1999,9/27/1999,,0.0007540182612692371,-0.04767833270863298,0.01776778027533428,0.9619755328737204,0.49286512736925886
35,3430,64531,12249.0,,1972,743862,Provident Cos,UNUM Corp,Completed,UNM,PVT,UNM,PVT,903192,813450020,1998,11,23987,23987,1,1998,11,35.13,29.188000000000002,32.438,33.375,100.0,100.0,100.0,11/23/1998,6/30/1999,,0.0008133285113011232,0.14551990020739253,0.1610816109605921,0.9468330193401014,4.271225572729992
36,3680,63749,72514.0,,1980,741016,Presidio Oil Co,Tom Brown Inc,Completed,TMBR,PRS,TMBR,PRS,115660,470972020,1995,5,23945,23945,1,1995,5,,0.188,0.188,0.188,100.0,100.0,100.0,5/31/1995,12/24/1996,,0.0006473631908749301,0.5079869976352706,-0.0002399032382382968,1.9154180555396574,-0.08591044547642528
37,3683,64291,,,1972,743080,Production Operators Corp,Camco International Inc,Completed,CAM,PROP,CAM,PROP,132632,644914020,1997,2,23966,23966,1,1997,2,56.23,48.5,49.75,45.75,100.0,100.0,100.0,2/27/1997,6/13/1997,,0.0005542866481107685,0.017496790835476412,0.09216278898879682,1.1947580737292578,3.418803382860937
38,3811,61620,,,1973,756231,Recognition International Inc,BancTec Inc,Completed,BTEC,REC,BTEC,REC,059784,469080020,1995,5,23945,23945,1,1995,5,10.4,6.875,7.0,7.0,100.0,100.0,100.0,5/19/1995,10/12/1995,,0.0006253379202609342,0.24084917600861636,0.03162417663133699,1.881342590705215,2.925310707443611
39,3835,66799,,,1973,761695,The Reynolds & Reynolds Co,Universal Computer Systems Inc,Completed,,REY,,REY,90492W,1783159020,2006,8,24080,24080,1,2006,8,40.0,30.48,35.03,35.08,100.0,100.0,100.0,8/8/2006,10/26/2006,,-4.4500586366314984e-05,0.07295227476702701,0.267757192085754,-0.0926224424492024,6.557147028044741
40,3849,66967,,,1972,766570,"Riggs Natl Corp,Washington,DC",PNC Finl Svcs Grp Inc,Completed,PNC,RIGS,PNC,RIGS,693475,1587346020,2004,7,24055,24055,1,2004,7,20.0,20.73,20.75,22.67,100.0,100.0,100.0,7/16/2004,5/13/2005,,0.00042216150493916334,0.040424202841250284,0.11283647397862942,0.841228380724917,5.248204976296489
41,3961,68401,,,1972,786327,William H Sadlier Inc,Cauldron Group Inc,Completed,,SADL,,SADL,14945A,2084088020,2009,6,24114,24114,1,2009,6,,21.22,26.0,26.0,100.0,100.0,50.0,6/19/2009,11/10/2009,,,,,,
42,4057,69682,,,1973,812744,Seaway Food Town Inc,Spartan Stores Inc,Completed,SPTN,SEWY,SPTN,SEWY,846822,995747020,2000,4,24004,24004,1,2000,4,16.18,23.375,17.0,16.0,100.0,100.0,100.0,4/7/2000,8/1/2000,,0.0011111934648040979,0.024303512290614143,0.04130170233624048,1.3363955669873127,2.276614528424923
43,4121,57963,,,1972,867830,Sunshine Jr Stores Inc,E-Z Serve Corp,Completed,EZS,SJS,EZS,SJS,269329,412065020,1995,6,23946,23946,1,1995,6,12.0,7.75,6.625,7.5,100.0,100.0,100.0,6/16/1995,8/1/1995,,0.0006187470490249162,0.09739065439363837,0.0023101631014337655,1.7577083491566483,0.19878382801180458
44,4159,70790,,,1973,829060,Simpson Industries Inc,Heartland Industrial Partners,Completed,,SMPS,,SMPS,42212J,1051987020,2000,9,24009,24009,1,2000,9,13.0,9.75,10.25,10.125,100.0,100.0,100.0,9/29/2000,12/15/2000,,0.0005696978634170547,0.2017291060747744,0.01862742807311754,0.5631247961959984,0.6429996240862974
45,4161,72486,,,1973,853626,Standard Microsystems Corp,Microchip Technology Inc,Completed,MCHP,SMSC,MCHP,SMSC,595017,2410769020,2012,5,24149,24149,1,2012,5,37.0,24.7,26.32,26.24,100.0,100.0,100.0,5/2/2012,8/2/2012,,8.431443286387673e-05,0.17512606296967403,0.4537647944256975,0.1113593253063534,16.058874160934163
46,4297,73083,,,1972,863200,Strawbridge & Clothier,May Department Stores Co,Completed,MAY,STRWA,MAY,STRWA,577778,514478020,1996,4,23956,23956,1,1996,4,,18.5,16.5,15.0,100.0,100.0,100.0,4/5/1996,8/28/1996,,0.0009433156268215545,-0.05686574011548157,0.03507270022911558,2.2978606029902813,2.815133823970077
47,4329,68938,,,1972,804795,Savannah Foods & Industries,Imperial Holly Corp,Completed,IHK,SFI,IHK,SFI,452835,691343020,1997,8,23972,23972,1,1997,8,20.25,17.25,17.625,18.688,100.0,100.0,100.0,8/26/1997,12/22/1997,,0.001314015566276046,0.16117572148951162,0.021347918347129673,2.3727249617523007,0.9516603130574546
48,4492,57067,75524.0,,1973,640376,Thomas Nelson Inc,Intermedia Partners VII LP,Completed,,TNM,,TNM~TNM.B~TNMB,46340T,1737043020,2006,2,24074,24074,1,2006,2,29.85,27.12,24.26,24.66,100.0,100.0,100.0,2/21/2006,6/12/2006,,0.0006479686992874567,0.16011117973529904,0.09450168383177418,1.5018513625486791,4.628099598455277
49,4492,57067,75524.0,,1973,640376,Thomas Nelson Inc,HarperCollins Publishers LLC,Completed,,,,,41336U,2358257020,2011,10,24142,24142,1,2011,10,,,,,100.0,100.0,100.0,10/31/2011,7/11/2012,,,,,,
50,4551,60003,,,1972,050839,Audits & Surveys Worldwide Inc,Audits & Surveys Worldwide Inc,Completed,ASW,ASW,ASW,ASW,050839,458546020,1995,3,23943,23943,1,1995,3,,3.5,3.8125,3.875,80.15,80.2,80.2,3/24/1995,3/24/1995,,0.0002337784260043277,-0.08236680210775704,0.0020281358029300514,0.6583502376313483,0.8585102567497014
51,4551,60003,,,1972,050839,Audits & Surveys Worldwide Inc,United Information Group,Completed,,ASW,,ASW,91072Y,843969020,1999,1,23989,23989,1,1999,1,3.24,2.5,2.375,2.438,100.0,100.0,100.0,1/19/1999,3/24/1999,,0.0004885642547274749,0.3719671248662947,0.03310986352481349,0.5313149119485024,1.987301531100792
52,4877,83417,,,1981,978160,Wometco Cable TV Inc,BT Cable Corp,Completed,,,,,055764,107552020,1986,10,23842,23842,1,1986,10,,0.0,0.0,0.0,100.0,100.0,100.0,10/21/1986,12/23/1986,,,,,,
53,4883,83433,,,1973,979438,Woodhead Industries Inc,Molex Inc,Completed,MOLX,WDHD,MOLX~MOLX.A~MOLA,WDHD,608554,1773766020,2006,6,24078,24078,1,2006,6,19.25,17.01,16.52,16.59,100.0,100.0,100.0,6/30/2006,8/7/2006,,0.00020320419454912558,0.1570088330115952,0.03201583252777805,0.4113272465839192,1.1691877347480568
54,4958,57648,,,1972,939339,Washington National Corp,Conseco Inc,Completed,CNO,WNT,CNO,WNT,208464,696605020,1997,9,23973,23973,1,1997,9,33.25,29.625,31.938000000000002,32.375,100.0,100.0,100.0,9/22/1997,12/5/1997,,0.0008608617455925945,0.0037166856432344695,0.31167547076098456,1.559665358428795,5.222967027705242
55,5223,65509,,,1981,080555,Belo Corp,Gannett Co Inc,Completed,GCI,BLC,GCI,BLC,364730,2529718020,2013,6,24162,24162,1,2013,6,13.75,11.38,11.25,10.73,100.0,100.0,100.0,6/13/2013,12/23/2013,,0.00012809574992803417,0.17196110036618314,0.25337605486135983,0.3158874089356348,10.378711337807788
56,5291,74895,,,1982,872293,TCI International Inc,Dielectric Communications,Completed,,TCII,,TCII,25366Y,1086246020,2001,1,24013,24013,1,2001,1,11.25,9.437999999999999,10.125,10.0,100.0,100.0,100.0,1/26/2001,3/23/2001,,-0.0010042766389825105,0.0564546738682558,0.03925602811663936,-0.8902483249224216,1.7847028580700939
57,5794,40361,,,1982,401791,Guilford Industries Inc,Debron Investments PLC,Completed,,GILD,,GILD,242767,23214020,1986,11,23843,23843,1,1986,11,17.25,13.5,14.5,15.5,97.86,97.9,100.0,11/17/1986,12/31/1986,,0.0007129707524228335,-0.025188261772087706,0.016678257428493028,1.2592550737252817,0.7640933306256739
58,5799,79119,,,1983,911910,US Healthcare Inc,Aetna Life & Casualty Co,Completed,AET.C,USHC,AET.C,USHC,008140,546083020,1996,4,23956,23956,1,1996,4,57.0,48.0,47.0,45.875,100.0,100.0,100.0,4/1/1996,7/19/1996,,0.0007870757022561471,0.0867375825687053,0.07155586613760981,1.9830391064278796,4.391949606951944
59,5814,12424,80778.0,,1983,023650,America West Airlines Inc,AmWest Partners,Completed,,,,,03235X,392334020,1994,2,23930,23930,1,1994,2,,,,,72.9,72.9,72.9,2/18/1994,8/11/1994,,0.00048645634153896683,0.2577333203546552,0.004144153652805133,1.582509238568345,1.3995465697552056
60,5872,11983,,,1983,090597,Biogen Inc,IDEC Pharmaceuticals Corp,Completed,IDPH,BGEN,IDPH,BGEN,449370,1406648020,2003,6,24042,24042,1,2003,6,44.85,40.5,46.25,43.25,100.0,100.0,100.0,6/20/2003,11/12/2003,,-0.00021584779613714918,-0.08606368290485604,0.3156835874079015,-0.2773753717296826,12.09507670175179
61,5921,43167,,,1983,449180,Hytek Microsystems Inc,Natel Engineering Co Inc,Completed,,HTEK,,HTEK,63229A,1639088020,2005,2,24062,24062,1,2005,2,2.0,1.02,0.81,0.86,100.0,100.0,100.0,2/14/2005,6/1/2005,,,,,,
62,5977,17671,11510.0,,1983,082047,Benihana Inc,Angelo Gordon & Co,Completed,,BNHNA,,BNHNA~BNHN,62520N,2417517020,2012,5,24149,24149,1,2012,5,16.3,13.8,13.95,14.18,100.0,100.0,100.0,5/22/2012,8/21/2012,,-0.0005662197917074373,0.13539610582687384,0.28174919755548344,-0.5705705044104503,8.1346307803813
63,5992,16193,,,1983,055467,BI Inc,Investor Group,Completed,,BIAC,,BIAC,46145M,1036482020,2000,8,24008,24008,1,2000,8,8.25,5.0,4.0,4.625,100.0,100.0,100.0,8/11/2000,10/6/2000,,0.0008988095124798304,0.6314577517866495,0.05578087140709241,0.8729763303379714,2.2247581709079434
64,5992,16193,,,1983,055467,BI Inc,Quad-C Management Inc,Completed,,,,,74803R,1741931020,2006,2,24074,24074,1,2006,2,,,,,,,100.0,2/28/2006,2/28/2006,,,,,,
65,6041,82502,,,1983,959880,Western Waste Industries Inc,USA Waste Services Inc,Completed,UW,WWIN,UW,WWIN,902917,525066020,1995,12,23952,23952,1,1995,12,28.31,19.25,23.25,24.375,100.0,100.0,100.0,12/19/1995,5/7/1996,,0.0011490800846767541,0.0795518131093178,0.04809892993320462,3.561829197138507,2.8431640386480357
66,6051,65306,,,1983,904708,UniFirst Corp,UniFirst Corp,Completed,UNF,UNF,UNF,UNF,904708,320578020,1993,2,23918,23918,1,1993,2,,26.625,28.0,29.0,100.0,100.0,100.0,2/4/1993,4/4/1993,,0.0003832682071081121,-0.035484067305171375,0.026412909965067427,0.9826443656700828,0.8965430418838215
67,6234,78992,,,1983,025012,American Capital Holdings Corp,USA SportsNet Co,Completed,,ACPH,,ACPH,90409Q,1467527020,2003,12,24048,24048,1,2003,12,,0.0,0.0,0.0,100.0,100.0,100.0,12/22/2003,1/15/2004,,,,,,
68,6301,66413,,,1983,001669,AMC Entertainment Inc,Marquee Holdings Inc,Completed,,AMCI,,AMCI~AEN,57158C,1588899020,2004,7,24055,24055,1,2004,7,19.5,15.81,14.35,17.16,100.0,100.0,100.0,7/22/2004,12/23/2004,,0.00035118541172748864,0.2259551239996606,0.22330881341476028,0.7628065782442691,8.107436944974651
69,6346,34818,,,1983,806373,Schawk Inc,Matthews International Corp,Completed,MATW,SGK,MATW,SGK,577128,2619000020,2014,3,24171,24171,1,2014,3,20.0,12.63,14.98,14.73,93.6,93.6,100.0,3/17/2014,7/29/2014,,0.00048162949500328957,0.24366948388228846,0.1327765391445583,1.0769739246246446,7.446131757388335
70,6362,20571,,,1984,127587,Cadmus Communications Corp,Cenveo Inc,Completed,CVO,CDMS,CVO,CDMS,15670S,1825404020,2006,12,24084,24084,1,2006,12,24.75,17.42,20.0,20.98,100.0,100.0,100.0,12/27/2006,3/7/2007,,0.0004584958375881187,0.1493505883790249,-0.005013257450914684,0.93440538294842,-0.1828085305329667
71,6499,68006,,,1984,783180,Rusty Pelican Restaurants Inc,Paragon Restaurant Group Inc,Completed,,RSTY,,RSTY,69912Q,22102020,1987,9,23853,23853,1,1987,9,9.0,8.5,8.625,8.625,100.0,100.0,100.0,9/22/1987,11/23/1987,,0.001315915548405442,-0.020854130163950355,0.00950318446827173,2.271535517381958,0.5050988869133828
72,6512,31318,78031.0,,1983,269305,E-Z-EM Inc,Bracco Diagnostics Inc,Completed,,EZM,,EZM,10327Y,1919636020,2007,10,24094,24094,1,2007,10,21.0,16.99,15.76,16.42,100.0,100.0,100.0,10/30/2007,4/1/2008,,0.0005344218220681885,0.24350870680686093,0.03727634286531181,0.850784963794439,1.7989981594862745
73,6544,74070,,,1984,871835,System Integrators Inc,net-linx AG,Completed,,,,,64152L,1015645020,2000,6,24006,24006,1,2000,6,,,,,100.0,100.0,100.0,6/14/2000,6/14/2000,,,,,,
74,6544,74070,,,1984,871835,System Integrators Inc,SI Acquisitions Inc,Completed,,SINT,,SINT,78424V,103764020,1988,9,23865,23865,1,1988,9,10.0,5.5,5.75,6.0,100.0,100.0,100.0,9/20/1988,2/6/1989,,0.0004582258929660335,0.06743663407478102,0.017958507243905394,0.5843121021012571,1.0357145939559955
75,6588,61672,,,1983,704674,Peak Health Care Inc,United HealthCare Corp,Completed,UNIH,PHCI,UNIH,PHCI,910581,19259020,1986,6,23838,23838,1,1986,6,16.0,12.625,11.625,11.75,100.0,100.0,100.0,6/20/1986,11/11/1986,,0.0013739592147385459,0.22893553494372487,0.05611290520811492,3.0200087603990746,3.425026564405901
76,6588,61672,,,1983,704674,Peak Health Care Inc,Lincoln Natl Administrative,Completed,,,,,53404Q,111473020,1988,11,23867,23867,1,1988,11,,,,,100.0,100.0,100.0,11/30/1988,11/30/1988,,,,,,
77,6599,82326,,,1983,80533W,Savoir Technology Group Inv,Avnet Inc,Completed,AVT,SVTG,AVT,SVTG,053807,982729020,2000,3,24003,24003,1,2000,3,7.85,6.952999999999999,7.75,8.25,100.0,100.0,100.0,3/2/2000,7/3/2000,,0.0006213971314989251,-0.08461592232628634,0.013695536333574515,0.7890609518658334,0.6960658824588927
78,6604,73614,,,1984,867910,Sunrise Medical Inc,Investor Group,Completed,,SMD,,SMD,46145M,1057097020,2000,10,24010,24010,1,2000,10,10.0,0.0,0.0,0.0,100.0,100.0,100.0,10/17/2000,12/13/2000,,0.00020614266652491602,0.3832616854484468,0.04208018123503812,0.20271117387581877,1.630691903309625
79,6646,61138,,,1984,69888P,Par Pharmaceutical Cos Inc,TPG Capital LP,Completed,,PRX,,PRX,88262A,1906508020,2012,7,24151,24151,1,2012,7,50.0,22.91,20.16,19.34,100.0,100.0,100.0,7/16/2012,9/28/2012,,3.4180344710898174e-05,0.21710872407815635,0.3877490756875526,0.04831332324321704,11.481887584639992
